,property_type,sector,price,bedRoom,bathroom,balcony,floortype,agePossession,built_up_area,store room,study room,servant room,pooja room,others,furnishing_type,luxury_score
2559,flat,sector 113,3.72,5.0,4.0,3+,low floor,New Property,2956.0,0.0,0.0,0.0,1.0,0.0,2.0,low
2560,flat,sector 66,2.8,3.0,3.0,2,high floor,New Property,1950.0,0.0,1.0,1.0,1.0,0.0,2.0,medium
2561,flat,dwarka expressway,2.0,3.0,3.0,3,med floor,New Property,1357.0,0.0,0.0,0.0,0.0,0.0,0.0,low
2562,flat,sector 92,0.65,3.0,2.0,3,med floor,Relatively New,1240.0,0.0,0.0,0.0,0.0,0.0,0.0,low
2563,flat,sector 83,1.1,3.0,3.0,3,high floor,Relatively New,1570.0,0.0,0.0,1.0,0.0,0.0,1.0,medium
2564,flat,sector 102,1.82,3.0,4.0,3+,high floor,Relatively New,1757.0,0.0,0.0,1.0,0.0,0.0,0.0,medium
2565,flat,sector 69,1.72,4.0,4.0,1,high floor,Relatively New,1783.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
2566,flat,sector 65,3.0,3.0,3.0,3,,Under Construction,1667.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
2567,flat,sector 67a,2.08,3.0,3.0,2,med floor,Under Construction,1563.0,0.0,0.0,0.0,0.0,1.0,0.0,medium
2568,flat,sector 111,5.25,4.0,6.0,3+,med floor,Relatively New,4072.0,0.0,0.0,1.0,0.0,0.0,1.0,medium
2569,house,sector 105,0.7,3.0,2.0,2,low floor,Moderately Old,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,low
2570,flat,sector 102,2.61,3.0,3.0,3,high floor,Relatively New,2200.0,0.0,1.0,1.0,0.0,0.0,0.0,low
2571,flat,sector 63a,3.3,3.0,3.0,3,med floor,Under Construction,2150.0,0.0,0.0,1.0,0.0,0.0,0.0,medium
2572,flat,sector 82,0.63,2.0,2.0,3+,low floor,Relatively New,1026.0,0.0,1.0,0.0,0.0,0.0,0.0,medium
2573,flat,sector 110,0.22,2.0,1.0,1,low floor,Relatively New,543.0,0.0,0.0,0.0,0.0,0.0,0.0,low
2574,flat,sector 67,2.78,3.0,3.0,3+,med floor,Relatively New,2047.0,0.0,0.0,0.0,1.0,0.0,1.0,high
2575,flat,sector 70,1.07,2.0,2.0,3,med floor,Relatively New,1222.0,0.0,1.0,0.0,0.0,0.0,0.0,medium
2576,flat,sector 92,0.79,3.0,2.0,2,high floor,New Property,1175.0,0.0,0.0,0.0,0.0,0.0,0.0,low
2577,flat,sector 37c,0.95,2.0,2.0,3+,high floor,Relatively New,1179.0,1.0,0.0,0.0,1.0,0.0,1.0,medium
2578,flat,sohna road,0.35,2.0,2.0,2,high floor,Relatively New,528.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
2579,flat,sector 99a,1.6,3.0,3.0,3,med floor,Under Construction,1810.0,0.0,0.0,0.0,0.0,0.0,0.0,low
2580,flat,sector 33,2.1,3.0,3.0,2,med floor,Under Construction,1619.0,0.0,0.0,0.0,0.0,0.0,0.0,low
2581,flat,sohna road,0.9,2.0,2.0,3+,med floor,Moderately Old,1100.0,0.0,1.0,0.0,0.0,0.0,1.0,high
2582,flat,sector 103,1.35,3.0,3.0,3+,med floor,Relatively New,1620.0,0.0,1.0,0.0,0.0,0.0,1.0,high
2583,flat,sector 52,1.5,4.0,4.0,3,med floor,Old Property,1484.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
2584,flat,sector 24,6.5,4.0,5.0,3+,med floor,New Property,3889.0,0.0,0.0,1.0,0.0,0.0,2.0,low
2585,flat,sector 65,3.67,3.0,3.0,2,,Under Construction,2040.0,0.0,0.0,1.0,0.0,0.0,0.0,low
2586,flat,sector 83,1.42,4.0,4.0,3,med floor,Relatively New,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,medium
2587,flat,sector 56,1.85,3.0,4.0,3,med floor,Old Property,2278.0,0.0,0.0,1.0,0.0,0.0,0.0,medium
2588,flat,sector 90,1.9,4.0,4.0,2,low floor,Relatively New,1819.0,0.0,0.0,0.0,0.0,0.0,0.0,low
2589,flat,gwal pahari,5.9,4.0,4.0,3+,low floor,Moderately Old,5350.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
2590,flat,sector 73,0.9,3.0,3.0,3,med floor,Under Construction,1622.0,0.0,0.0,1.0,0.0,0.0,0.0,medium
2591,house,sector 26,5.8,4.0,3.0,2,low floor,Relatively New,1800.0,1.0,0.0,0.0,0.0,0.0,0.0,low
2592,flat,sector 65,2.33,2.0,2.0,3,,Under Construction,1141.0,0.0,0.0,0.0,0.0,0.0,1.0,low
2593,flat,sector 33,1.7,3.0,3.0,3,high floor,Under Construction,1619.0,0.0,0.0,0.0,0.0,0.0,0.0,low
2594,flat,sector 85,1.4,2.0,2.0,3,,Relatively New,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,low
2595,flat,sector 47,0.65,1.0,1.0,2,med floor,Old Property,599.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
2596,flat,sector 50,3.1,3.0,4.0,3+,med floor,Moderately Old,2450.0,0.0,0.0,1.0,0.0,0.0,1.0,high
2597,flat,sector 102,1.75,3.0,3.0,3,med floor,Relatively New,1465.0,0.0,1.0,1.0,1.0,1.0,0.0,low
2598,flat,sector 83,1.19,2.0,2.0,3,med floor,Relatively New,1630.0,0.0,0.0,0.0,0.0,0.0,0.0,low
2599,flat,sector 95,0.56,2.0,2.0,2,med floor,Relatively New,1234.0,0.0,0.0,0.0,0.0,0.0,1.0,medium
2600,flat,sector 9a,0.95,3.0,3.0,2,med floor,Moderately Old,1403.0,0.0,0.0,0.0,0.0,1.0,0.0,low
2601,flat,sector 85,1.04,2.0,2.0,3,,New Property,1550.0,0.0,0.0,0.0,0.0,1.0,0.0,medium
2602,flat,sector 104,1.4,3.0,2.0,2,med floor,Under Construction,1120.0,0.0,0.0,0.0,0.0,0.0,0.0,low
2603,flat,sector 47,1.8,4.0,4.0,3+,med floor,Moderately Old,2857.0,1.0,0.0,0.0,0.0,0.0,1.0,medium
2604,flat,sector 102,1.8,3.0,3.0,3,med floor,Relatively New,1531.0,0.0,0.0,0.0,0.0,0.0,0.0,low
2605,flat,sector 52,5.0,5.0,7.0,3+,low floor,Moderately Old,5778.0,0.0,0.0,1.0,1.0,0.0,0.0,medium
2606,flat,sector 90,1.25,3.0,3.0,3,med floor,Relatively New,1640.0,0.0,0.0,0.0,1.0,0.0,0.0,high
2607,house,sector 3 phase 3 extension,1.5,6.0,1.0,0,low floor,New Property,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,low
2608,flat,sector 63,2.2,3.0,4.0,3+,med floor,Moderately Old,1554.0,0.0,1.0,0.0,0.0,0.0,1.0,medium
2609,flat,sector 95,0.45,2.0,2.0,2,high floor,New Property,571.0,0.0,0.0,0.0,0.0,0.0,0.0,low
2610,flat,sector 58,2.2,2.0,2.0,1,med floor,Relatively New,1528.0,0.0,0.0,0.0,1.0,0.0,1.0,low
2611,flat,sector 69,1.55,3.0,3.0,2,med floor,Relatively New,1428.0,0.0,0.0,0.0,1.0,0.0,1.0,high
2612,flat,sector 95,0.41,2.0,2.0,2,high floor,New Property,670.0,0.0,0.0,0.0,0.0,0.0,1.0,medium
2613,flat,sector 49,2.7,3.0,4.0,3+,med floor,Moderately Old,2159.0,0.0,0.0,0.0,0.0,0.0,0.0,low
2614,flat,sector 89,1.7,3.0,3.0,3+,med floor,Under Construction,1944.0,0.0,1.0,0.0,0.0,0.0,0.0,medium
2615,flat,sector 82a,1.85,3.0,3.0,3,high floor,Moderately Old,1677.0,0.0,0.0,0.0,0.0,1.0,0.0,low
2616,flat,sector 102,2.4,3.0,4.0,3+,med floor,Relatively New,2334.0,0.0,1.0,0.0,0.0,0.0,1.0,low
2617,flat,sector 43,4.2,3.0,4.0,2,med floor,Under Construction,2125.0,0.0,0.0,0.0,0.0,0.0,0.0,low
2618,flat,sector 113,3.35,3.0,4.0,3+,high floor,New Property,2200.0,0.0,1.0,1.0,0.0,0.0,0.0,high
2619,flat,sector 68,1.0,2.0,2.0,3,,New Property,1311.0,0.0,0.0,0.0,0.0,0.0,0.0,low
2620,house,sector 12,0.7,3.0,3.0,0,low floor,Relatively New,1160.0,0.0,0.0,0.0,0.0,0.0,0.0,low
2621,flat,sohna road,0.48,2.0,2.0,2,high floor,Under Construction,995.0,0.0,0.0,0.0,0.0,0.0,0.0,low
2622,flat,sector 31,1.25,2.0,2.0,2,low floor,Old Property,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,low
2623,flat,sector 78,1.25,4.0,4.0,3,low floor,Relatively New,2300.0,0.0,0.0,1.0,1.0,1.0,0.0,medium
2624,flat,sector 37c,1.05,3.0,3.0,3,med floor,Relatively New,1738.0,0.0,0.0,0.0,0.0,0.0,1.0,medium
2625,flat,sector 65,2.6,3.0,3.0,3+,med floor,Relatively New,1650.0,0.0,0.0,0.0,0.0,0.0,0.0,low
2626,house,sector 25,10.75,9.0,9.0,3+,med floor,Old Property,3600.0,1.0,0.0,1.0,1.0,0.0,0.0,medium
2627,flat,sector 50,2.97,3.0,3.0,3+,med floor,Moderately Old,2600.0,0.0,0.0,1.0,0.0,0.0,1.0,high
2628,flat,sector 83,0.84,2.0,2.0,2,med floor,Moderately Old,1127.0,0.0,0.0,0.0,0.0,0.0,1.0,high
2629,flat,sector 49,3.6,4.0,5.0,3,med floor,Moderately Old,3356.0,0.0,0.0,1.0,1.0,0.0,2.0,low
2630,flat,sector 61,2.3,3.0,3.0,2,low floor,Under Construction,1475.0,0.0,1.0,0.0,0.0,0.0,0.0,medium
2631,flat,sector 107,0.94,2.0,2.0,3+,low floor,Moderately Old,1236.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
2632,flat,sector 86,0.95,3.0,2.0,1,med floor,New Property,1878.0,0.0,0.0,0.0,0.0,0.0,0.0,low
2633,house,sector 41,7.25,9.0,8.0,3,med floor,Old Property,2475.0,0.0,0.0,1.0,0.0,0.0,1.0,medium
2634,flat,sector 9a,0.88,3.0,3.0,2,low floor,Old Property,1438.0,0.0,0.0,0.0,0.0,0.0,1.0,low
2635,flat,sector 85,1.11,2.0,2.0,3,med floor,Relatively New,1630.0,1.0,0.0,0.0,0.0,0.0,0.0,high
2636,flat,sector 90,1.2,3.0,3.0,3+,high floor,Relatively New,1572.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
2637,flat,sector 92,0.56,3.0,1.0,3,low floor,Moderately Old,1316.0,0.0,0.0,0.0,0.0,0.0,1.0,medium
2638,house,sector 28,11.25,9.0,9.0,3+,low floor,Moderately Old,3240.0,1.0,0.0,1.0,1.0,0.0,1.0,medium
2639,flat,sector 77,1.0,2.0,2.0,2,med floor,New Property,1489.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
2640,flat,sector 102,1.28,2.0,2.0,3,med floor,Relatively New,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,low
2641,house,sector 69,2.95,4.0,3.0,2,med floor,New Property,1800.0,0.0,0.0,0.0,1.0,1.0,2.0,medium
2642,flat,sector 50,1.05,2.0,2.0,2,low floor,Moderately Old,1098.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
2643,flat,sector 103,0.8,2.0,2.0,3,med floor,New Property,1089.0,0.0,0.0,0.0,1.0,0.0,0.0,high
2644,flat,sector 108,1.25,3.0,2.0,0,low floor,Relatively New,1991.0,0.0,0.0,0.0,0.0,0.0,1.0,medium
2645,flat,sector 90,1.3,4.0,5.0,2,med floor,Relatively New,2134.0,0.0,1.0,1.0,0.0,0.0,0.0,medium
2646,flat,sector 90,1.65,4.0,4.0,3+,high floor,Moderately Old,2139.0,0.0,0.0,1.0,0.0,0.0,1.0,medium
2647,flat,sector 92,1.08,4.0,4.0,2,,New Property,1891.0,0.0,0.0,1.0,0.0,0.0,0.0,medium
2648,house,sector 31,3.5,4.0,4.0,3,low floor,Old Property,1449.0,1.0,0.0,0.0,0.0,0.0,1.0,medium
2649,flat,sector 102,1.75,3.0,4.0,3+,,Relatively New,1748.0,0.0,0.0,1.0,0.0,0.0,0.0,medium
2650,flat,sector 65,2.29,2.0,2.0,3,med floor,Under Construction,1592.0,0.0,1.0,0.0,0.0,0.0,0.0,low
2651,flat,sohna road,0.25,1.0,1.0,1,low floor,Relatively New,386.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
2652,house,sector 43,2.1,10.0,10.0,3+,med floor,New Property,549.0,0.0,0.0,1.0,0.0,0.0,0.0,low
2653,flat,sohna road,0.38,2.0,2.0,2,low floor,Relatively New,602.0,0.0,0.0,0.0,0.0,0.0,0.0,low
2654,flat,sector 48,5.0,3.0,4.0,3,high floor,Moderately Old,4778.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
2655,flat,sector 65,5.0,3.0,3.0,3+,,Relatively New,2800.0,0.0,0.0,1.0,1.0,0.0,1.0,high
2656,flat,sector 102,1.82,3.0,4.0,3+,high floor,Moderately Old,1757.0,0.0,0.0,1.0,0.0,0.0,0.0,medium
2657,house,sector 46,4.5,6.0,6.0,3+,med floor,Moderately Old,1845.0,1.0,0.0,0.0,0.0,0.0,1.0,medium
2658,flat,sector 70a,1.51,3.0,3.0,3,med floor,Relatively New,1788.0,0.0,0.0,1.0,0.0,0.0,0.0,low
2659,flat,sector 95,0.25,1.0,1.0,1,med floor,New Property,344.0,0.0,0.0,0.0,0.0,0.0,0.0,low
2660,house,sector 48,8.5,4.0,5.0,3+,low floor,Moderately Old,4000.0,0.0,1.0,1.0,1.0,1.0,1.0,low
2661,flat,sector 48,11.25,4.0,5.0,3+,low floor,Relatively New,4422.0,0.0,0.0,1.0,1.0,0.0,0.0,low
2662,flat,sector 68,2.22,3.0,2.0,3,med floor,Relatively New,1403.0,0.0,0.0,0.0,0.0,0.0,0.0,low
2663,house,sector 25,4.31,5.0,4.0,3,med floor,Old Property,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,low
2664,flat,sector 108,1.0,2.0,2.0,2,low floor,Relatively New,2060.0,0.0,0.0,0.0,0.0,0.0,0.0,low
2665,flat,sohna road,0.58,2.0,2.0,2,med floor,Relatively New,822.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
2666,flat,sector 84,0.89,3.0,3.0,3,med floor,Relatively New,1833.0,0.0,0.0,0.0,1.0,0.0,0.0,medium
2667,flat,sector 109,2.95,4.0,4.0,3+,med floor,Relatively New,3150.0,1.0,0.0,1.0,0.0,0.0,1.0,high
2668,flat,gwal pahari,0.38,1.0,1.0,1,high floor,Moderately Old,565.0,0.0,0.0,0.0,0.0,0.0,0.0,low
2669,house,sector 50,12.0,5.0,6.0,3+,med floor,Moderately Old,3240.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
2670,house,sector 49,4.05,3.0,3.0,3,low floor,Moderately Old,2000.0,1.0,0.0,1.0,0.0,0.0,0.0,low
2671,flat,sector 109,1.75,3.0,3.0,3,med floor,New Property,1466.0,0.0,0.0,0.0,0.0,0.0,0.0,low
2672,flat,sector 92,1.6,3.0,3.0,3,med floor,Relatively New,1765.0,0.0,0.0,1.0,0.0,0.0,1.0,medium
2673,flat,sector 69,1.68,4.0,4.0,2,med floor,Relatively New,1819.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
2674,flat,sector 2,0.55,1.0,1.0,2,med floor,Moderately Old,588.0,0.0,0.0,0.0,0.0,0.0,0.0,low
2675,flat,sector 22,4.8,4.0,6.0,3+,med floor,New Property,2778.0,0.0,0.0,1.0,1.0,0.0,2.0,low
2676,flat,sector 107,1.45,3.0,4.0,3+,med floor,Relatively New,1900.0,0.0,0.0,1.0,0.0,0.0,0.0,medium
2677,flat,sector 69,1.52,3.0,3.0,2,med floor,Relatively New,1428.0,0.0,0.0,0.0,1.0,0.0,1.0,high
2678,flat,sohna road,0.52,2.0,2.0,2,med floor,Relatively New,913.0,0.0,0.0,0.0,1.0,0.0,0.0,high
2679,flat,sector 82,1.12,3.0,4.0,2,med floor,Relatively New,1500.0,0.0,0.0,1.0,1.0,0.0,1.0,high
2680,flat,sector 103,1.34,3.0,3.0,3+,high floor,Relatively New,1725.0,1.0,1.0,1.0,1.0,0.0,1.0,low
2681,house,sector 57,9.25,5.0,5.0,3+,med floor,Relatively New,5580.0,1.0,1.0,1.0,1.0,0.0,1.0,high
2682,house,sector 57,4.75,3.0,3.0,3,low floor,Moderately Old,1650.0,1.0,0.0,0.0,0.0,0.0,1.0,medium
2683,flat,sector 109,1.2,3.0,2.0,2,med floor,Relatively New,1701.0,0.0,0.0,0.0,0.0,0.0,0.0,high
2684,flat,sector 79,1.9,3.0,4.0,3,high floor,Under Construction,1946.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
2685,house,sector 4,0.47,2.0,1.0,1,low floor,Moderately Old,624.0,1.0,0.0,0.0,0.0,0.0,0.0,low
2686,flat,sector 104,2.6,4.0,4.0,3+,high floor,Relatively New,2851.0,0.0,0.0,1.0,0.0,0.0,0.0,medium
2687,flat,sector 110,3.4,4.0,5.0,3,med floor,Relatively New,3077.0,1.0,0.0,1.0,0.0,0.0,0.0,medium
2688,flat,sector 67a,0.55,2.0,2.0,2,med floor,Relatively New,581.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
2689,flat,sector 61,2.2,3.0,3.0,2,med floor,Under Construction,1811.0,0.0,0.0,0.0,0.0,0.0,0.0,low
2690,house,sector 103,4.35,4.0,4.0,3+,low floor,Relatively New,3222.0,1.0,1.0,1.0,1.0,0.0,0.0,medium
2691,flat,sector 37c,1.0,3.0,3.0,3,med floor,Under Construction,1629.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
2692,flat,sector 81,2.28,3.0,3.0,3+,high floor,Relatively New,1750.0,0.0,0.0,1.0,0.0,0.0,2.0,low
2693,house,sector 50,7.1,3.0,3.0,3,low floor,Moderately Old,2259.0,0.0,0.0,1.0,0.0,0.0,0.0,low
2694,flat,sector 104,2.5,4.0,4.0,3+,high floor,New Property,2851.0,0.0,0.0,1.0,0.0,0.0,0.0,low
2695,flat,sector 109,2.3,3.0,4.0,3+,med floor,New Property,2339.0,0.0,0.0,1.0,0.0,1.0,0.0,medium
2696,flat,dwarka expressway,1.3,3.0,3.0,2,med floor,Under Construction,1267.0,0.0,0.0,0.0,0.0,0.0,0.0,low
2697,flat,sector 85,2.5,4.0,5.0,3+,,Under Construction,2013.0,0.0,1.0,0.0,1.0,1.0,1.0,low
2698,flat,sector 61,3.9,3.0,4.0,3+,,Under Construction,1174.0,0.0,0.0,1.0,0.0,0.0,0.0,high
2699,flat,sector 111,2.35,3.0,3.0,3+,med floor,Under Construction,1615.0,0.0,0.0,0.0,0.0,0.0,0.0,low
2700,house,sector 109,9.4,5.0,6.0,3+,low floor,Relatively New,3600.0,1.0,1.0,1.0,1.0,0.0,1.0,medium
2701,house,sector 56,3.4,6.0,6.0,3+,low floor,Moderately Old,1530.0,0.0,0.0,0.0,0.0,0.0,1.0,low
2702,flat,sector 65,2.86,3.0,3.0,3,,Under Construction,2267.0,0.0,0.0,1.0,0.0,0.0,0.0,low
2703,house,sector 14,5.5,5.0,4.0,2,low floor,Old Property,3240.0,0.0,1.0,0.0,0.0,0.0,0.0,low
2704,flat,sector 69,1.92,4.0,4.0,2,low floor,Relatively New,1389.0,0.0,0.0,0.0,0.0,0.0,0.0,high
2705,house,sector 12,2.0,5.0,5.0,2,med floor,Old Property,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,low
2706,flat,sector 70a,0.95,2.0,2.0,1,high floor,New Property,930.0,0.0,0.0,0.0,0.0,0.0,1.0,medium
2707,flat,sector 65,3.2,4.0,3.0,2,low floor,Relatively New,3150.0,0.0,0.0,1.0,0.0,0.0,0.0,low
2708,flat,sector 109,1.75,3.0,4.0,3+,med floor,Relatively New,1946.0,0.0,0.0,1.0,0.0,0.0,0.0,medium
2709,house,sector 25,13.0,6.0,8.0,3+,low floor,Relatively New,2844.0,1.0,1.0,1.0,1.0,0.0,2.0,low
2710,house,sector 12,1.7,1.0,1.0,2,low floor,Old Property,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,low
2711,flat,sector 84,0.36,2.0,2.0,1,med floor,Relatively New,531.0,1.0,0.0,0.0,0.0,0.0,2.0,medium
2712,flat,sector 84,1.05,3.0,3.0,3,med floor,Relatively New,1610.0,0.0,0.0,0.0,0.0,1.0,0.0,medium
2713,house,sector 26,4.0,4.0,4.0,3,low floor,Old Property,1350.0,1.0,0.0,0.0,0.0,0.0,0.0,low
2714,house,sector 6,1.25,2.0,5.0,1,low floor,New Property,120.0,0.0,0.0,0.0,1.0,0.0,0.0,low
2715,flat,sector 102,1.4,3.0,3.0,3,med floor,Relatively New,1300.0,0.0,0.0,1.0,0.0,0.0,0.0,low
2716,flat,sohna road,0.4,2.0,2.0,1,med floor,New Property,615.0,0.0,0.0,0.0,0.0,0.0,0.0,low
2717,flat,sector 37d,0.71,2.0,2.0,3,med floor,New Property,1100.0,0.0,0.0,0.0,0.0,1.0,0.0,low
2718,flat,sector 102,2.04,3.0,3.0,3+,low floor,Relatively New,1644.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
2719,flat,sector 81,1.28,3.0,3.0,3,low floor,Moderately Old,1982.0,0.0,0.0,1.0,1.0,0.0,1.0,low
2720,house,sector 76,0.75,2.0,2.0,2,high floor,New Property,745.0,0.0,0.0,0.0,0.0,0.0,0.0,low
2721,flat,sector 95,0.36,2.0,2.0,2,med floor,New Property,717.0,0.0,1.0,0.0,0.0,0.0,0.0,medium
2722,house,sector 31,3.5,4.0,3.0,3,low floor,Moderately Old,1449.0,1.0,0.0,0.0,0.0,0.0,1.0,medium
2723,flat,sector 81,0.87,2.0,2.0,3,med floor,Relatively New,1300.0,0.0,0.0,0.0,0.0,0.0,1.0,medium
2724,flat,sector 69,1.37,3.0,3.0,1,high floor,Relatively New,1392.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
2725,house,sector 24,2.6,4.0,4.0,3+,med floor,Relatively New,1080.0,1.0,1.0,0.0,1.0,0.0,2.0,low
2726,flat,sector 68,0.82,2.0,2.0,3+,,Under Construction,1068.0,0.0,0.0,0.0,0.0,1.0,0.0,medium
2727,flat,sector 85,1.09,2.0,2.0,3,med floor,Relatively New,1475.0,0.0,0.0,0.0,0.0,0.0,0.0,low
2728,flat,sector 43,2.5,4.0,4.0,3+,low floor,Relatively New,2398.0,0.0,0.0,0.0,0.0,0.0,1.0,medium
2729,house,sector 3 phase 3 extension,0.7,2.0,3.0,1,low floor,Relatively New,999.0,1.0,0.0,0.0,1.0,0.0,0.0,low
2730,house,sector 43,3.35,1.0,1.0,0,low floor,Old Property,1242.0,0.0,0.0,0.0,0.0,0.0,0.0,low
2731,house,sector 40,5.0,9.0,9.0,3+,med floor,Moderately Old,2367.0,1.0,0.0,1.0,0.0,0.0,1.0,medium
2732,flat,sector 12,0.72,2.0,2.0,1,low floor,Relatively New,1100.0,0.0,0.0,0.0,0.0,1.0,1.0,low
2733,flat,sector 37d,1.65,4.0,3.0,3+,med floor,Relatively New,2091.0,0.0,0.0,0.0,0.0,0.0,1.0,medium
2734,flat,sector 69,1.55,3.0,3.0,2,med floor,Relatively New,1428.0,0.0,0.0,0.0,1.0,0.0,0.0,medium
2735,flat,sector 84,0.85,2.0,2.0,3,med floor,Relatively New,1158.0,0.0,0.0,0.0,0.0,0.0,1.0,low
2736,house,sector 12,1.35,2.0,5.0,1,med floor,Old Property,2052.0,0.0,0.0,0.0,0.0,0.0,0.0,low
2737,flat,sector 43,6.0,4.0,4.0,3+,,Old Property,2556.0,0.0,0.0,1.0,0.0,0.0,1.0,high
2738,house,sector 45,17.0,5.0,8.0,3+,med floor,Relatively New,4500.0,1.0,1.0,1.0,1.0,0.0,2.0,high
2739,flat,sector 104,2.78,4.0,4.0,3+,high floor,Relatively New,2851.0,0.0,0.0,1.0,0.0,0.0,0.0,medium
2740,house,sector 50,11.95,3.0,3.0,2,low floor,Moderately Old,3240.0,0.0,1.0,1.0,0.0,0.0,0.0,medium
2741,flat,sector 92,0.7,3.0,2.0,2,med floor,Relatively New,1325.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
2742,flat,sohna road,0.32,2.0,2.0,1,med floor,Relatively New,744.000768,0.0,0.0,0.0,0.0,0.0,0.0,medium
2743,flat,sector 92,0.82,3.0,3.0,3+,high floor,Relatively New,1221.18,0.0,0.0,0.0,0.0,0.0,0.0,medium
2744,house,sector 82,7.0,4.0,4.0,3+,low floor,Relatively New,3240.0,0.0,1.0,1.0,1.0,0.0,1.0,low
2745,flat,sector 111,3.7,4.0,5.0,3+,high floor,Relatively New,2650.0,0.0,0.0,1.0,0.0,0.0,1.0,high
2746,flat,sector 104,1.32,2.0,2.0,2,med floor,Relatively New,1403.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
2747,flat,sector 85,0.55,2.0,2.0,2,med floor,Relatively New,1050.0,0.0,0.0,0.0,0.0,1.0,0.0,high
2748,flat,sector 56,1.74,3.0,3.0,3+,low floor,Old Property,2400.0,0.0,0.0,1.0,1.0,0.0,1.0,medium
2749,flat,sector 23,0.16,2.0,2.0,2,low floor,Moderately Old,706.0,0.0,0.0,0.0,0.0,0.0,0.0,low
2750,flat,sector 51,2.1,4.0,4.0,3,low floor,Relatively New,2300.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
2751,house,sector 9,3.2,3.0,3.0,2,low floor,Old Property,2367.0,0.0,0.0,0.0,0.0,0.0,1.0,low
2752,flat,sector 68,1.85,3.0,3.0,3+,high floor,Under Construction,1798.0,0.0,0.0,0.0,0.0,0.0,0.0,low
2753,flat,sector 102,2.0,3.0,3.0,3+,low floor,Relatively New,1456.0,1.0,0.0,0.0,0.0,0.0,0.0,medium
2754,flat,sector 72,4.0,4.0,5.0,3+,med floor,Relatively New,2800.0,0.0,0.0,1.0,0.0,0.0,1.0,high
2755,house,sector 86,2.47,4.0,4.0,3+,low floor,Moderately Old,2800.0,0.0,0.0,1.0,1.0,0.0,1.0,medium
2756,house,sector 50,8.45,3.0,3.0,2,low floor,Old Property,3231.0,0.0,1.0,1.0,0.0,0.0,1.0,medium
2757,house,sector 43,10.5,4.0,4.0,2,low floor,Old Property,3762.0,0.0,0.0,1.0,0.0,0.0,0.0,medium
2758,flat,sector 89,0.97,2.0,2.0,3+,low floor,New Property,1103.0,0.0,0.0,0.0,0.0,0.0,0.0,low
2759,flat,sector 95,0.45,2.0,2.0,2,low floor,New Property,632.0,0.0,0.0,0.0,0.0,0.0,1.0,low
2760,flat,sector 110,2.0,4.0,4.0,3+,,Moderately Old,2468.0,0.0,1.0,1.0,1.0,0.0,0.0,medium
2761,flat,sector 82a,1.85,3.0,3.0,3+,low floor,Relatively New,1668.0,0.0,0.0,0.0,0.0,0.0,1.0,low
2762,flat,sector 113,1.83,2.0,2.0,0,med floor,New Property,1310.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
2763,flat,sector 82a,1.8,3.0,3.0,3+,med floor,Relatively New,1545.0,0.0,0.0,1.0,0.0,0.0,2.0,high
2764,flat,sector 2,0.6,1.0,1.0,1,med floor,Moderately Old,665.0,0.0,0.0,0.0,0.0,0.0,1.0,medium
2765,flat,sector 71,1.15,3.0,3.0,2,high floor,Moderately Old,1541.0,0.0,0.0,1.0,0.0,0.0,1.0,medium
2766,house,sector 31,3.25,4.0,4.0,3+,med floor,Moderately Old,1449.0,1.0,1.0,1.0,1.0,0.0,1.0,low
2767,flat,sector 79,2.69,3.0,4.0,3+,med floor,New Property,2152.0,0.0,0.0,1.0,0.0,0.0,0.0,low
2768,flat,sector 67,2.8,3.0,3.0,3,low floor,Relatively New,2048.0,1.0,0.0,0.0,0.0,0.0,2.0,high
