,property_type,sector,price,bedRoom,bathroom,balcony,floortype,agePossession,built_up_area,store room,study room,servant room,pooja room,others,furnishing_type,luxury_score
1000,house,sector 2,5.0,6.0,6.0,2,low floor,Moderately Old,3611.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1001,flat,sector 65,5.3,3.0,3.0,3,,Moderately Old,2506.0,0.0,0.0,1.0,0.0,0.0,2.0,low
1002,house,sector 14,3.5,6.0,4.0,2,low floor,Old Property,1935.0,0.0,0.0,0.0,0.0,1.0,1.0,low
1003,house,sector 46,5.65,8.0,6.0,3+,med floor,Moderately Old,2367.0,0.0,0.0,1.0,0.0,0.0,1.0,medium
1004,flat,sector 69,1.0,4.0,3.0,0,low floor,Relatively New,1826.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1005,flat,sector 79,1.3,3.0,3.0,2,med floor,Relatively New,1215.0,0.0,1.0,0.0,1.0,0.0,0.0,high
1006,flat,sector 74,1.54,2.0,2.0,3+,high floor,Relatively New,1200.0,0.0,0.0,0.0,0.0,1.0,0.0,medium
1007,flat,sector 103,0.5,2.0,2.0,2,med floor,Relatively New,698.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1008,flat,sector 90,0.66,2.0,2.0,3,med floor,Relatively New,1122.0,0.0,1.0,0.0,0.0,0.0,0.0,medium
1009,flat,sector 50,1.4,3.0,3.0,2,med floor,Relatively New,1245.0,1.0,0.0,0.0,0.0,0.0,1.0,medium
1010,flat,sector 81,0.96,2.0,2.0,2,low floor,Under Construction,1194.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1011,flat,manesar,0.9,4.0,4.0,3,med floor,Moderately Old,2233.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1012,flat,sector 92,0.61,3.0,2.0,2,med floor,Under Construction,1141.0,0.0,0.0,0.0,0.0,1.0,0.0,low
1013,flat,sector 76,1.92,3.0,3.0,2,low floor,Under Construction,1672.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
1014,flat,sector 88a,1.65,3.0,3.0,3,high floor,New Property,1652.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
1015,flat,sector 70,1.8,3.0,3.0,3+,med floor,New Property,1765.0,0.0,0.0,0.0,0.0,1.0,1.0,low
1016,flat,sector 90,1.21,3.0,3.0,3+,,Relatively New,1581.0,0.0,0.0,0.0,0.0,1.0,0.0,medium
1017,flat,sohna road,0.25,1.0,1.0,1,high floor,Relatively New,600.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1018,flat,sector 70a,2.6,3.0,2.0,2,high floor,Moderately Old,2406.0,0.0,0.0,1.0,0.0,0.0,0.0,medium
1019,flat,sector 109,1.65,3.0,3.0,3+,,Relatively New,1946.0,0.0,0.0,1.0,0.0,0.0,1.0,low
1020,house,sector 17,3.0,4.0,4.0,0,low floor,Relatively New,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1021,flat,sector 104,2.6,4.0,4.0,3+,,Relatively New,3064.0,0.0,0.0,1.0,0.0,0.0,1.0,high
1022,flat,sector 28,2.25,3.0,3.0,2,,Old Property,1700.0,0.0,0.0,1.0,0.0,0.0,0.0,medium
1023,flat,sector 48,2.75,3.0,4.0,3+,med floor,Moderately Old,2574.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1024,house,sector 25,4.25,3.0,2.0,3,low floor,Old Property,1350.0,0.0,1.0,0.0,0.0,0.0,0.0,low
1025,flat,sector 99a,0.3,2.0,1.0,2,med floor,New Property,511.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
1026,flat,sector 33,1.2,2.0,2.0,2,low floor,New Property,1492.0,0.0,1.0,0.0,0.0,0.0,0.0,medium
1027,house,sector 26,5.8,4.0,4.0,3+,med floor,Old Property,4518.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1028,flat,sector 12,0.35,2.0,2.0,1,low floor,Moderately Old,737.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1029,house,sector 105,9.9,2.0,2.0,2,med floor,Moderately Old,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1030,house,sector 49,4.5,8.0,8.0,3,med floor,Moderately Old,2880.0,1.0,1.0,1.0,1.0,0.0,2.0,high
1031,flat,sector 77,1.1,3.0,4.0,3+,med floor,Relatively New,1829.0,0.0,0.0,1.0,0.0,0.0,0.0,low
1032,flat,sector 67,2.99,3.0,3.0,3,med floor,Relatively New,2200.0,0.0,0.0,1.0,0.0,0.0,1.0,low
1033,house,sector 55,5.6,6.0,4.0,3,med floor,Old Property,2700.0,0.0,0.0,1.0,0.0,0.0,1.0,low
1034,flat,sector 109,1.4,3.0,3.0,3+,high floor,Relatively New,1584.0,0.0,0.0,0.0,0.0,1.0,0.0,medium
1035,house,sector 9,0.6,2.0,2.0,1,low floor,Moderately Old,558.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1036,flat,sector 37d,0.5,3.0,3.0,2,low floor,Under Construction,778.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1037,flat,sector 90,0.9,3.0,4.0,3,med floor,Relatively New,1765.0,0.0,0.0,1.0,0.0,0.0,0.0,high
1038,flat,sector 85,1.2,2.0,2.0,3,high floor,Relatively New,1660.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1039,house,sector 38,4.3,3.0,9.0,3+,med floor,Relatively New,1494.0,0.0,0.0,0.0,1.0,1.0,1.0,low
1040,flat,sector 33,1.3,3.0,2.0,3+,,New Property,1409.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1041,flat,sector 85,1.98,3.0,4.0,3,med floor,Relatively New,2300.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1042,flat,sector 90,1.25,3.0,3.0,3+,,Relatively New,1700.0,0.0,0.0,1.0,1.0,0.0,0.0,medium
1043,flat,sector 102,0.97,2.0,2.0,2,med floor,Relatively New,742.0,0.0,0.0,0.0,0.0,0.0,0.0,high
1044,flat,sector 79,1.55,3.0,4.0,3,high floor,Relatively New,1416.0,0.0,0.0,1.0,0.0,0.0,1.0,high
1045,house,sector 28,2.58,4.0,2.0,2,low floor,Relatively New,1458.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1046,flat,sector 110,4.49,5.0,5.0,3+,med floor,Relatively New,3511.0,0.0,0.0,1.0,0.0,0.0,0.0,high
1047,house,sector 8,0.82,2.0,3.0,3,low floor,Moderately Old,900.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1048,flat,sector 107,0.28,2.0,2.0,2,med floor,Relatively New,543.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1049,flat,sector 65,2.7,3.0,3.0,3,med floor,Relatively New,1650.0,1.0,0.0,1.0,0.0,0.0,1.0,medium
1050,flat,sector 70a,1.6,2.0,2.0,2,,Moderately Old,1416.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
1051,flat,sector 67,0.95,1.0,1.0,1,,Relatively New,826.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1052,flat,sector 50,2.35,3.0,3.0,3+,med floor,Moderately Old,1950.0,0.0,0.0,0.0,0.0,0.0,1.0,high
1053,house,sector 43,2.5,7.0,7.0,3,med floor,Relatively New,963.0,0.0,0.0,0.0,0.0,1.0,1.0,low
1054,flat,sector 37d,0.75,2.0,2.0,3,,Moderately Old,1410.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
1055,house,sector 46,2.2,3.0,3.0,2,med floor,Old Property,909.0,1.0,0.0,0.0,0.0,0.0,1.0,medium
1056,flat,sector 95,0.2,1.0,1.0,1,low floor,Relatively New,407.0,0.0,0.0,0.0,1.0,0.0,0.0,medium
1057,house,sector 50,12.5,6.0,5.0,3,med floor,Moderately Old,3078.0,0.0,1.0,1.0,1.0,0.0,1.0,low
1058,flat,sector 90,0.45,2.0,2.0,1,low floor,New Property,696.0,0.0,0.0,0.0,0.0,0.0,1.0,low
1059,flat,sector 81,2.21,3.0,3.0,3+,med floor,Relatively New,1881.0,0.0,0.0,1.0,0.0,0.0,2.0,medium
1060,flat,sector 65,5.9,3.0,3.0,3,med floor,Moderately Old,3043.0,0.0,1.0,0.0,0.0,0.0,2.0,low
1061,flat,sohna road,0.29,2.0,2.0,1,med floor,Relatively New,577.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1062,flat,sector 108,0.9,2.0,3.0,3,low floor,Relatively New,978.23,0.0,0.0,1.0,0.0,0.0,0.0,medium
1063,flat,sector 95,0.4,2.0,2.0,2,med floor,New Property,571.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1064,flat,sohna road,0.38,2.0,2.0,2,med floor,Relatively New,750.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1065,house,sector 3 phase 3 extension,0.85,1.0,1.0,0,low floor,Moderately Old,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1066,flat,sector 82,1.15,3.0,4.0,2,high floor,Relatively New,1620.0,0.0,0.0,1.0,1.0,0.0,1.0,medium
1067,flat,sector 70,1.15,2.0,2.0,3,med floor,Relatively New,1222.0,0.0,1.0,0.0,0.0,1.0,0.0,low
1068,flat,sector 113,2.37,4.0,4.0,3+,,Under Construction,2060.0,0.0,1.0,0.0,0.0,0.0,0.0,medium
1069,flat,sector 92,0.95,4.0,3.0,2,,New Property,1983.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1070,house,sector 50,10.56,5.0,5.0,3,med floor,Moderately Old,3240.0,0.0,0.0,1.0,0.0,0.0,0.0,low
1071,flat,sector 91,1.75,4.0,4.0,3+,med floor,Relatively New,2139.0,0.0,0.0,1.0,1.0,0.0,0.0,medium
1072,house,sector 25,7.6,2.0,9.0,3,med floor,Relatively New,1961.0,1.0,1.0,0.0,1.0,0.0,1.0,medium
1073,flat,sector 37c,1.2,3.0,4.0,3,med floor,Relatively New,1635.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
1074,flat,sector 113,3.21,3.0,3.0,3,med floor,New Property,2281.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1075,flat,sector 82a,2.85,4.0,4.0,3+,low floor,New Property,2179.0,0.0,0.0,1.0,0.0,0.0,2.0,high
1076,flat,sector 83,1.25,4.0,4.0,3,high floor,Moderately Old,1970.0,0.0,0.0,1.0,0.0,0.0,0.0,medium
1077,flat,sector 72,3.2,4.0,4.0,3+,med floor,Moderately Old,2600.0,0.0,0.0,1.0,0.0,0.0,1.0,high
1078,flat,sector 92,0.87,4.0,4.0,2,low floor,Moderately Old,1584.0,1.0,0.0,0.0,0.0,0.0,2.0,medium
1079,flat,new sector 2,1.6,2.0,2.0,2,low floor,Relatively New,73.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1080,flat,sector 74,1.47,2.0,2.0,3,,New Property,1281.0,0.0,0.0,0.0,0.0,0.0,1.0,low
1081,flat,sector 99a,0.35,2.0,2.0,1,med floor,Relatively New,606.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
1082,flat,sohna road,0.39,2.0,2.0,2,med floor,Relatively New,720.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1083,flat,gwal pahari,1.45,3.0,3.0,3,med floor,Under Construction,1430.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1084,flat,sohna road,0.35,2.0,2.0,2,high floor,New Property,521.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1085,flat,sector 85,1.93,3.0,4.0,3,med floor,Relatively New,2400.0,0.0,0.0,1.0,0.0,0.0,0.0,high
1086,flat,sector 99a,1.56,3.0,5.0,3,med floor,New Property,1807.0,0.0,0.0,1.0,0.0,1.0,0.0,low
1087,flat,manesar,0.9,3.0,3.0,3+,med floor,Moderately Old,1900.0,0.0,0.0,1.0,0.0,0.0,0.0,low
1088,flat,sector 109,1.6,4.0,1.0,0,low floor,New Property,3008.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1089,flat,sector 113,3.05,3.0,4.0,3,med floor,Relatively New,2150.0,0.0,0.0,1.0,0.0,0.0,0.0,high
1090,flat,sector 66,2.7,4.0,4.0,3,med floor,Relatively New,2501.0,0.0,0.0,1.0,0.0,1.0,0.0,low
1091,flat,sector 71,0.37,1.0,1.0,2,low floor,Relatively New,450.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
1092,flat,sector 104,1.3,3.0,3.0,3,med floor,New Property,1490.0,0.0,0.0,0.0,0.0,1.0,0.0,medium
1093,house,sector 11,2.5,5.0,4.0,3,low floor,Old Property,1850.0,1.0,0.0,0.0,0.0,0.0,0.0,low
1094,house,sector 46,4.35,3.0,8.0,2,med floor,Relatively New,1836.0,0.0,1.0,0.0,1.0,0.0,1.0,low
1095,flat,manesar,0.91,3.0,3.0,3+,med floor,Moderately Old,1900.0,0.0,0.0,1.0,0.0,0.0,0.0,low
1096,flat,sector 67,0.56,2.0,2.0,1,med floor,New Property,889.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
1097,flat,sector 28,0.9,4.0,2.0,3+,low floor,Old Property,1382.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1098,flat,sector 85,1.83,3.0,4.0,3,med floor,Relatively New,1925.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1099,house,sector 50,7.5,3.0,3.0,2,low floor,Moderately Old,2160.0,0.0,0.0,1.0,0.0,0.0,1.0,medium
1100,flat,sector 108,2.1,2.0,2.0,2,med floor,Under Construction,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
1101,flat,sector 95,0.96,3.0,3.0,3,med floor,New Property,1720.0,1.0,0.0,0.0,1.0,0.0,0.0,low
1102,flat,sector 107,0.28,2.0,2.0,2,high floor,Relatively New,543.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1103,flat,sector 70a,2.5,3.0,3.0,3+,high floor,Relatively New,1723.0,0.0,0.0,0.0,0.0,1.0,1.0,high
1104,flat,sector 90,0.65,2.0,2.0,3,med floor,Moderately Old,1222.0,0.0,1.0,0.0,0.0,0.0,1.0,medium
1105,flat,sector 79,1.5,3.0,4.0,3+,high floor,Relatively New,1416.0,0.0,0.0,1.0,0.0,0.0,1.0,medium
1106,flat,sector 22,2.0,2.0,2.0,2,med floor,Relatively New,1533.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1107,house,sector 13,1.25,3.0,6.0,2,med floor,Old Property,115.0,0.0,0.0,0.0,0.0,1.0,0.0,low
1108,flat,sector 69,1.85,4.0,4.0,2,high floor,Relatively New,1819.0,0.0,0.0,0.0,0.0,0.0,1.0,high
1109,flat,sector 54,4.85,3.0,4.0,3+,,Relatively New,1875.0,0.0,0.0,1.0,0.0,0.0,1.0,low
1110,flat,sector 102,1.26,2.0,2.0,3,med floor,Relatively New,1100.0,0.0,0.0,0.0,0.0,0.0,1.0,low
1111,flat,sector 61,2.5,3.0,3.0,1,low floor,Under Construction,1549.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
1112,house,sector 57,3.75,3.0,4.0,3,low floor,Moderately Old,1620.0,1.0,1.0,1.0,0.0,0.0,1.0,low
1113,flat,sector 83,1.3,3.0,3.0,3,,Relatively New,1387.0,0.0,0.0,1.0,0.0,0.0,1.0,high
1114,flat,sector 92,0.5,3.0,3.0,1,low floor,Relatively New,579.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1115,flat,manesar,1.65,4.0,3.0,3,med floor,New Property,3111.0,0.0,0.0,1.0,0.0,0.0,0.0,low
1116,flat,sector 63a,2.1,2.0,2.0,2,low floor,Under Construction,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1117,flat,sector 104,2.49,3.0,3.0,3+,high floor,Relatively New,2217.0,0.0,0.0,1.0,0.0,0.0,1.0,medium
1118,house,sector 105,1.3,3.0,3.0,1,low floor,Moderately Old,1125.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1119,flat,sohna road,0.73,2.0,2.0,3,med floor,Relatively New,978.0,0.0,0.0,0.0,1.0,0.0,0.0,low
1120,flat,sector 3,0.55,2.0,2.0,2,low floor,Old Property,900.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
1121,house,sector 33,11.75,5.0,7.0,3+,med floor,Relatively New,5056.0,0.0,0.0,1.0,0.0,0.0,0.0,medium
1122,flat,sector 85,0.72,3.0,3.0,2,med floor,Moderately Old,1350.0,0.0,0.0,0.0,0.0,1.0,0.0,low
1123,flat,sector 90,0.7,2.0,2.0,3,med floor,New Property,1350.0,0.0,1.0,0.0,0.0,0.0,0.0,medium
1124,flat,sector 104,0.65,3.0,2.0,2,med floor,New Property,848.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
1125,flat,sector 86,1.25,3.0,4.0,3,low floor,Relatively New,1339.0,0.0,1.0,0.0,0.0,0.0,0.0,low
1126,house,sector 23,5.1,3.0,2.0,0,low floor,Old Property,3078.0,0.0,0.0,0.0,0.0,1.0,0.0,low
1127,house,sector 4,0.4,1.0,1.0,1,low floor,Moderately Old,432.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1128,flat,sector 92,0.65,3.0,3.0,3,med floor,Moderately Old,1571.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1129,flat,sector 106,1.34,4.0,5.0,3+,med floor,Relatively New,1535.0,0.0,0.0,1.0,0.0,0.0,0.0,low
1130,flat,sector 102,2.15,3.0,4.0,3+,,Relatively New,1945.0,0.0,1.0,1.0,0.0,0.0,1.0,medium
1131,flat,sector 37d,1.5,3.0,3.0,3,,Relatively New,1692.0,0.0,0.0,0.0,0.0,1.0,0.0,low
1132,flat,sector 54,1.75,3.0,3.0,3+,med floor,Moderately Old,2100.0,0.0,0.0,1.0,0.0,0.0,1.0,medium
1133,flat,sector 95,0.57,2.0,2.0,2,med floor,New Property,1364.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1134,flat,sector 22,4.1,3.0,3.0,3+,low floor,New Property,2069.0,0.0,0.0,0.0,0.0,0.0,2.0,medium
1135,flat,sector 90,1.51,4.0,4.0,3+,med floor,Relatively New,2362.0,0.0,0.0,1.0,1.0,0.0,1.0,medium
1136,flat,sector 74,2.45,3.0,3.0,3+,,Relatively New,1800.0,0.0,1.0,0.0,0.0,0.0,0.0,medium
1137,flat,sector 104,1.16,3.0,4.0,3+,med floor,Relatively New,2018.0,0.0,0.0,1.0,0.0,0.0,1.0,medium
1138,house,sector 3,3.5,1.0,1.0,0,low floor,Moderately Old,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1139,flat,manesar,1.2,3.0,3.0,3+,med floor,Moderately Old,2944.0,0.0,0.0,1.0,0.0,0.0,0.0,low
1140,flat,sector 79,1.45,2.0,2.0,3,high floor,Under Construction,1578.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
1141,flat,sector 82a,0.62,1.0,1.0,0,med floor,Relatively New,650.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1142,flat,sector 90,1.2,3.0,3.0,3+,med floor,Moderately Old,2144.0,0.0,0.0,1.0,1.0,0.0,0.0,medium
1143,flat,sector 110,1.4,3.0,3.0,3,med floor,Relatively New,1550.0,0.0,0.0,0.0,0.0,0.0,1.0,medium
1144,flat,sector 85,2.0,4.0,5.0,3+,low floor,Relatively New,2545.0,1.0,0.0,1.0,0.0,0.0,0.0,medium
1145,flat,sector 109,2.0,4.0,4.0,2,high floor,Relatively New,2380.0,0.0,0.0,1.0,1.0,0.0,0.0,medium
1146,flat,sector 69,1.44,3.0,3.0,2,low floor,Relatively New,1381.0,0.0,0.0,0.0,1.0,0.0,0.0,high
1147,flat,sector 92,0.92,4.0,5.0,3+,high floor,Moderately Old,1895.0,0.0,0.0,0.0,0.0,0.0,1.0,medium
1148,house,sector 26,5.8,5.0,5.0,3+,low floor,Old Property,1800.0,1.0,1.0,1.0,1.0,0.0,0.0,medium
1149,flat,sector 105,0.42,3.0,2.0,1,low floor,Moderately Old,833.0,0.0,0.0,0.0,0.0,1.0,0.0,low
1150,flat,sector 65,2.01,2.0,2.0,3,med floor,New Property,1482.0,0.0,1.0,0.0,0.0,0.0,0.0,low
1151,flat,sector 69,1.76,4.0,4.0,2,med floor,Relatively New,1819.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
1152,flat,sector 91,1.8,4.0,4.0,3+,med floor,Moderately Old,2604.0,0.0,0.0,1.0,1.0,0.0,0.0,medium
1153,flat,sector 108,3.95,3.0,4.0,2,high floor,Relatively New,2343.0,0.0,0.0,1.0,0.0,0.0,0.0,low
1154,flat,sector 69,0.62,2.0,2.0,1,med floor,Relatively New,536.0,0.0,0.0,0.0,0.0,0.0,1.0,medium
1155,flat,sector 33,1.65,2.0,2.0,3,low floor,Under Construction,1279.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1156,flat,sector 11,0.8,3.0,2.0,0,low floor,Old Property,1403.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1157,flat,new,0.85,4.0,4.0,3,med floor,Moderately Old,1607.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1158,flat,sector 102,1.8,3.0,4.0,3,,Relatively New,1710.0,0.0,0.0,1.0,0.0,0.0,0.0,low
1159,flat,sector 104,1.58,2.0,3.0,3,high floor,Relatively New,1538.0,0.0,0.0,1.0,0.0,0.0,0.0,medium
1160,house,sector 12,1.7,1.0,1.0,1,low floor,Old Property,1800.0,0.0,0.0,1.0,0.0,0.0,0.0,low
1161,flat,sector 85,1.08,2.0,2.0,3,med floor,New Property,1200.0,1.0,1.0,1.0,1.0,0.0,1.0,high
1162,flat,sector 106,0.46,1.0,1.0,1,,New Property,778.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
1163,flat,sector 83,1.0,3.0,3.0,2,low floor,Relatively New,1575.0,1.0,0.0,0.0,0.0,0.0,1.0,high
1164,flat,sector 48,2.65,4.0,4.0,3+,high floor,Moderately Old,2134.0,0.0,1.0,1.0,0.0,0.0,1.0,high
1165,house,sector 23,2.9,4.0,4.0,3,low floor,Relatively New,2500.0,0.0,0.0,1.0,0.0,0.0,1.0,low
1166,house,sector 31,4.6,2.0,2.0,2,low floor,Moderately Old,1426.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1167,flat,sector 60,2.15,2.0,3.0,2,med floor,Relatively New,1250.0,0.0,0.0,1.0,0.0,0.0,1.0,low
1168,flat,sector 56,1.35,3.0,3.0,3+,med floor,Old Property,1450.0,0.0,0.0,0.0,0.0,1.0,1.0,high
1169,flat,sector 77,1.55,4.0,4.0,3+,low floor,Relatively New,1800.0,0.0,1.0,1.0,0.0,0.0,2.0,low
1170,house,sector 4,0.47,3.0,4.0,0,med floor,Moderately Old,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1171,house,sector 43,6.25,7.0,7.0,3+,med floor,Moderately Old,2034.0,1.0,1.0,1.0,0.0,0.0,0.0,low
1172,flat,sohna road,1.07,3.0,3.0,3+,med floor,Relatively New,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,high
1173,house,sector 7,2.4,10.0,5.0,3,low floor,Old Property,2700.0,0.0,1.0,1.0,1.0,0.0,0.0,low
1174,flat,sector 89,1.6,3.0,3.0,3,med floor,New Property,1774.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
1175,flat,sector 47,1.05,2.0,2.0,2,med floor,Relatively New,1108.0,0.0,0.0,0.0,0.0,0.0,1.0,low
1176,flat,sector 69,1.38,3.0,3.0,1,high floor,Relatively New,1392.0,0.0,0.0,0.0,0.0,0.0,0.0,high
1177,flat,sector 68,1.78,3.0,3.0,3+,,Relatively New,1845.0,0.0,0.0,0.0,0.0,0.0,1.0,medium
1178,flat,sector 109,1.97,4.0,4.0,2,high floor,Relatively New,2380.0,0.0,0.0,1.0,1.0,0.0,0.0,low
1179,flat,sector 92,0.72,3.0,3.0,3,med floor,Relatively New,1700.0,0.0,0.0,1.0,0.0,0.0,0.0,low
1180,flat,sector 65,2.35,3.0,3.0,3,low floor,Relatively New,1650.0,0.0,1.0,1.0,0.0,0.0,0.0,high
1181,flat,sector 56,2.11,3.0,2.0,3,med floor,Relatively New,2250.0,0.0,0.0,0.0,0.0,1.0,1.0,medium
1182,flat,sector 47,2.4,3.0,3.0,3+,med floor,Moderately Old,1888.0,0.0,0.0,1.0,0.0,0.0,1.0,medium
1183,flat,sector 99a,1.13,3.0,5.0,3,med floor,Relatively New,1790.0,0.0,0.0,1.0,0.0,1.0,0.0,low
1184,flat,sector 37c,0.99,3.0,4.0,3,med floor,Relatively New,1660.0,0.0,0.0,1.0,0.0,0.0,0.0,low
1185,flat,sector 103,1.1,3.0,3.0,3+,med floor,New Property,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
1186,flat,sector 65,4.94,3.0,4.0,3,high floor,Moderately Old,2754.0,0.0,0.0,1.0,0.0,0.0,0.0,high
1187,flat,sohna road,0.88,2.0,2.0,2,high floor,Relatively New,1016.0,0.0,0.0,0.0,0.0,0.0,2.0,medium
1188,flat,sector 103,0.99,3.0,4.0,3+,low floor,Relatively New,1731.0,0.0,0.0,1.0,1.0,0.0,0.0,high
1189,house,sector 2,3.0,6.0,4.0,3+,med floor,Old Property,1557.0,0.0,0.0,0.0,0.0,0.0,1.0,low
1190,flat,sector 104,0.22,1.0,2.0,2,low floor,New Property,335.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
1191,house,sector 33,11.0,5.0,6.0,3,med floor,New Property,4125.0,0.0,1.0,1.0,0.0,0.0,0.0,medium
1192,flat,sector 37d,1.1,2.0,2.0,2,med floor,Relatively New,1242.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
1193,flat,sector 69,1.4,3.0,3.0,1,high floor,Relatively New,1392.0,0.0,0.0,0.0,0.0,0.0,1.0,high
1194,flat,sector 107,0.49,2.0,2.0,1,med floor,Relatively New,598.0,0.0,0.0,0.0,0.0,1.0,2.0,low
1195,flat,sector 65,2.29,3.0,4.0,3+,low floor,Relatively New,1833.0,0.0,1.0,1.0,0.0,0.0,2.0,high
1196,house,sector 33,0.85,3.0,2.0,0,low floor,Relatively New,900.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1197,flat,sector 61,2.41,3.0,3.0,3,low floor,New Property,1630.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
1198,flat,sector 102,2.12,3.0,3.0,3,med floor,New Property,1571.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
1199,flat,sector 82,0.86,2.0,2.0,2,high floor,Relatively New,1294.0,0.0,1.0,0.0,0.0,0.0,1.0,medium
1200,house,sector 109,1.87,3.0,4.0,0,high floor,Relatively New,2150.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1201,flat,sector 104,0.2,1.0,2.0,2,med floor,New Property,334.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
1202,flat,sector 1,0.85,3.0,3.0,0,med floor,Moderately Old,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,low
1203,house,sector 109,6.0,4.0,4.0,3+,low floor,Relatively New,2430.0,1.0,1.0,1.0,1.0,0.0,0.0,high
1204,flat,sector 82,1.25,3.0,4.0,3+,med floor,Under Construction,1774.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
1205,flat,sector 65,2.8,4.0,4.0,3,low floor,Relatively New,2194.0,0.0,1.0,1.0,0.0,0.0,1.0,medium
1206,flat,sector 85,1.2,2.0,2.0,2,med floor,Relatively New,1190.0,1.0,0.0,1.0,0.0,0.0,0.0,medium
1207,flat,sector 108,2.0,3.0,3.0,3+,high floor,Relatively New,2116.0,0.0,0.0,1.0,0.0,0.0,0.0,medium
1208,flat,sector 102,1.35,2.0,2.0,2,med floor,Relatively New,1230.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
1209,flat,sector 33,1.75,3.0,3.0,0,low floor,Under Construction,1996.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
1210,flat,sector 106,1.28,3.0,4.0,3+,,Relatively New,1186.0,0.0,0.0,1.0,0.0,0.0,0.0,low
